Mod:Item:MetaData, Localized Name
enderio:block_fused_quartz:2, Расплавленый кварц
enderio:block_fused_quartz:3, Расплавленый кварц
enderio:block_fused_quartz:4, Расплавленый кварц
enderio:block_fused_quartz:5, Расплавленый кварц
enderio:block_fused_quartz:6, Расплавленый кварц
enderio:block_fused_quartz:7, Расплавленый кварц
enderio:block_fused_quartz:8, Расплавленый кварц
enderio:block_fused_quartz:9, Расплавленый кварц
enderio:block_fused_quartz:10, Расплавленый кварц
enderio:block_fused_quartz:11, Расплавленый кварц
enderio:block_fused_quartz:12, Расплавленый кварц
enderio:block_fused_quartz:13, Расплавленый кварц
enderio:block_fused_quartz:14, Расплавленый кварц
enderio:block_fused_quartz:15, Расплавленый кварц
enderio:block_fused_glass:0, Довольно прозрачное стекло
enderio:block_fused_glass:1, Довольно прозрачное стекло
enderio:block_fused_glass:2, Довольно прозрачное стекло
enderio:block_fused_glass:3, Довольно прозрачное стекло
enderio:block_fused_glass:4, Довольно прозрачное стекло
enderio:block_fused_glass:5, Довольно прозрачное стекло
enderio:block_fused_glass:6, Довольно прозрачное стекло
enderio:block_fused_glass:7, Довольно прозрачное стекло
enderio:block_fused_glass:8, Довольно прозрачное стекло
enderio:block_fused_glass:9, Довольно прозрачное стекло
enderio:block_fused_glass:10, Довольно прозрачное стекло
enderio:block_fused_glass:11, Довольно прозрачное стекло
enderio:block_fused_glass:12, Довольно прозрачное стекло
enderio:block_fused_glass:13, Довольно прозрачное стекло
enderio:block_fused_glass:14, Довольно прозрачное стекло
enderio:block_fused_glass:15, Довольно прозрачное стекло
enderio:block_enlightened_fused_quartz:0, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:1, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:2, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:3, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:4, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:5, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:6, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:7, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:8, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:9, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:10, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:11, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:12, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:13, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:14, Освещённый расплавленный кварц
enderio:block_enlightened_fused_quartz:15, Освещённый расплавленный кварц
enderio:block_enlightened_fused_glass:0, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:1, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:2, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:3, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:4, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:5, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:6, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:7, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:8, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:9, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:10, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:11, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:12, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:13, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:14, Освещённое прозрачное стекло
enderio:block_enlightened_fused_glass:15, Освещённое прозрачное стекло
enderio:block_dark_fused_quartz:0, Тёмный плавленный кварц
enderio:block_dark_fused_quartz:1, Тёмный плавленный кварц
enderio:block_dark_fused_quartz:2, Тёмный плавленный кварц
enderio:block_dark_fused_quartz:3, Тёмный плавленный кварц
enderio:block_dark_fused_quartz:4, Тёмный плавленный кварц
enderio:block_dark_fused_quartz:5, Тёмный плавленный кварц
enderio:block_dark_fused_quartz:6, Тёмный плавленный кварц
